ingredients_text,ingredientes_identificados,num_ingredientes
"INGREDIENTS:Beef (22%), Cooked Egg Pasta [DurumWheatSemolina, Water, PasteursiedEgg],WholeMilk, Water, Tomato, Grana Padano Cheese [Grana Padano Medium Fat Hard Cheese (Milk), Preservative (EggLysozyme)], Chianti Red Wine, Whipping Cream (Milk), Pork, Smoked Pancetta [Pork Belly, Salt, Dextrose, Black Pepper, Garlic, Coriander, Nutmeg, Preservatives (Sodium Nitrite, Potassium Nitrate)], Cornflour, Tomato Pur̩e, Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Onion, Carrot, Garlic Pur̩e, Butter (Milk),Celery, Extra Virgin Olive Oil, Beef Extract, Salt, Yeast Extract, Basil, Porcini Mushroom Powder, Thyme, Black Pepper, Bay, White Pepper, Nutmeg.","['pork', 'cheese', 'butter', 'beef', 'egg', 'wine', 'tomato', 'milk', 'onion']",9
"INGREDIENTS:Mashed Potato (28%) [Potato, SkimmedMilk, WholeMilk, Butter (Milk), Salt, White Pepper], Pork Sausage (18%) [Pork,WheatFlour, Water, Salt, Rapeseed Oil, Dextrose, Stabiliser (Sodium Triphosphate), White Pepper, Parsley, Mace, Yeast Extract, Ginger, Sage, Nutmeg], Onion Gravy (18%) [Water, Onion, Cornflour, Tomato Pur̩e, Chicken Extract, Rapeseed Oil, Muscovado Sugar, Caramelised Sugar,WheatFlour, Garlic Pur̩e, Vegetable Juices [Carrot, Mushroom, Onion], Sugar, Salt, Thyme, White Pepper], Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Thiamin, Niacin], Water, Peas, Carrot, Egg Blend [EggWhite,Egg],Rapeseed Oil, Dried SkimmedMilk,EggWhite, Salt. Pork sausages filled into pork casings.","['potato', 'chicken', 'pork', 'butter', 'egg', 'tomato', 'peas', 'milk', 'onion']",9
"INGREDIENTS:Soured Cream (Milk) (24%)(SkimmedMilk, Cream (Milk), Starter Culture), Tomato (21%), Avocado (17%), Mayonnaise(Water, Rapeseed Oil, Pasteurised (Egg), Cornflour, Spirit Vinegar, Salt, Sugar, Rice Starch, Citrus Fibre, DriedEggWhite, Potato Fibre), Onion (5%), Tomato Juice, Mature Cheddar Cheese (Milk) (2%)(Milk, Salt, Starter Culture, Vegetarian Rennet, Colour (Annatto)), Jalape̱o Chilli (1.5%), Monterey Jack Full Fat Hard Cheese (Milk) (1.5%)(Milk, Salt, Starter Culture, Rennet), Rapeseed Oil, Chive, Tomato Pur̩e, Cornflour, Red Wine Vinegar, Concentrated Lime Juice, Double Cream (Milk), Coriander, Water, Sugar, Salt, Roast (Garlic Pur̩e), Garlic Pur̩e, Smoked Paprika, Antioxidant (Ascorbic Acid), Red Chilli, Parsley, Spices (Turmeric, Cayenne Pepper, Cinnamon, Clove), Rice Starch, Stabiliser (Xanthan Gum), Potato Starch, Colour (Paprika Extract), Bay Leaf, Sunflower Oil.INGREDIENTS:Avocado (71%), Tomato, Soured Cream (Milk) (9%), Onion, Concentrated Lime Juice, Coriander, Antioxidant (Ascorbic Acid), Garlic Pur̩e, Red Chilli, Salt, Rice Starch.INGREDIENTS:Tomato (72%), Onion (9%), Tomato Juice, Tomato Pur̩e, Red Wine Vinegar, Rapeseed Oil, Sugar, Coriander, Cornflour, Parsley, Garlic Pur̩e, Salt, Stabiliser (Xanthan Gum), Colour (Paprika Extract), Sunflower Oil.INGREDIENTS:Soured Cream (Milk) (56%), Mayonnaise [Water, Rapeseed Oil, PasteurisedEgg, Cornflour, Spirit Vinegar, Salt, Sugar, Rice Starch, Citrus Fibre, DriedEggWhite, Potato Fibre], Onion, Chive (3%), Rapeseed Oil, Double Cream (Milk), Cornflour.INGREDIENTS:Soured Cream (Milk), Water, Rapeseed Oil, Mature Cheddar Cheese (8%) [Mature Cheddar Cheese (Milk), Colour (Annatto)], Jalape̱o Chilli (7%), Monterey Jack Full Fat Hard Cheese (Milk) (7%), PasteurisedEgg, Cornflour, Concentrated Lime Juice, Spirit Vinegar, Salt, Roast Garlic Pur̩e, Smoked Paprika, Sugar, Rice Starch, Spices, Citrus Fibre, Chive, DriedEggWhite, Potato Starch, Potato Fibre, Bay Leaf, Colour (Paprika Extract), Sunflower Oil.","['potato', 'cheese', 'citrus', 'egg', 'wine', 'tomato', 'milk', 'onion', 'rice']",9
"INGREDIENTS:Beef (22%), Cooked Egg Pasta [DurumWheatSemolina, Water, PasteurisedEgg], WholeMilk, Water, Tomato, Grana Padano Cheese [Grana Padano Medium Fat Hard Cheese (Milk), Preservative (EggLysozyme)], Chianti Red Wine, Pork, Smoked Pancetta [Pork Belly, Salt, Dextrose, Black Pepper, Garlic, Coriander, Nutmeg, Preservatives (Sodium Nitrite, Potassium Nitrate)], Whipping Cream (Milk), Cornflour, Tomato Pur̩e, Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Onion, Carrot, Garlic Pur̩e, Butter (Milk),Celery, Extra Virgin Olive Oil, Beef Extract, Salt, Yeast Extract, Basil, Porcini Mushroom Powder, Thyme, Black Pepper, Bay, White Pepper, Nutmeg.","['pork', 'cheese', 'butter', 'beef', 'egg', 'wine', 'tomato', 'milk', 'onion']",9
"Sweet chilli chicken wrapsWheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (17%), Sugar, Spinach, Carrot, Red Pepper, Sweetcorn, Palm Oil, Spring Onion, Spirit Vinegar, Cornflour, Rapeseed Oil, Garlic Pur̩e, Salt, Red Chilli, Red Chilli Pur̩e, Onion Powder, Dried Red Pepper, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), White Wine Vinegar, Spices, Stabiliser (Sodium Carboxymethylcellulose), Garlic Powder, Black Pepper, Acidity Regulator (Malic Acid), Dried Chilli, Sunflower Oil, Colour (Paprika Extract), Oregano.Fajita chicken wrapsWheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (15%), Lettuce, Cr̬me Frąche (Milk), Sweetcorn, Palm Oil, Red Pepper, Black Turtle Beans, Cheddar Cheese (Milk), Spring Onion, Tomato, Tomato Paste, Rapeseed Oil, Jalape̱o Chilli, Sugar, Onion, White Wine Vinegar, Cornflour, Red Wine Vinegar, Salt, Onion Powder, Spices, Herbs, Tomato Pur̩e, Garlic, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Green Pepper, Spirit Vinegar, Sea Salt, Stabiliser (Sodium Carboxymethylcellulose), Garlic Pur̩e,MustardSeeds, Garlic Powder, Acidity Regulators (Malic Acid), Black Pepper, Concentrated Lemon Juice, Tomato Powder, Paprika Extract, Dried Red Pepper, Sunflower Oil, Colour (Paprika Extract), Dried Green Pepper, Chilli Extract, Dried Bell Pepper, Capsicum Extract, Dried Tomato, Dried Garlic.Cheddar and pesto wrapsWheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Medium Mature Cheddar Cheese (Milk) (24%), Water, Semi- Dried Tomato, Spinach, Palm Oil, Medium Fat Hard Cheese (Milk), Basil, Sunflower Oil, Extra Virgin Olive Oil, Rapeseed Oil, Salt, Sugar, Onion Powder, Cornflour, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Acidity Regulator (Malic Acid), Spices, Stabiliser (Sodium Carboxymethylcellulose), Red Pepper, Oregano, Garlic, Garlic Powder, Garlic Pur̩e, Colour (Paprika Extract), Chilli Extract, Capsicum Extract.Hoisin duck wrapsWheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Duck (21%), Spinach, Carrot, Muscovado Sugar, Palm Oil, Onion, Spring Onion, Malt Vinegar (Barley), Cornflour, Sugar, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Salt, Tomato Paste, Rapeseed Oil, Stabiliser (Sodium Carboxymethylcellulose), Cane Molasses, Acidity Regulator (Malic Acid), Garlic Pur̩e, Spices,SoyaBean,Wheat, Ginger Pur̩e, Alcohol, Colour (Plain Caramel), Black Pepper.Chicken and bacon caesar wrapsWheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (17%), Rapeseed Oil, Lettuce, Smoked Bacon (4%) [Pork Belly, Sugar, Salt, Emulsifier (Sodium Triphosphate), Honey, Preservative (Sodium Nitrite)], Medium Mature Cheddar Cheese (Milk) (4%), Palm Oil, Medium Fat Hard Cheese (Milk), White Wine Vinegar, Cornflour, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Fromage Frais (Milk), Salt, PasteurisedEggYolk, Sugar, Stabiliser (Sodium Carboxymethylcellulose), Lemon Juice, Acidity Regulator (Malic Acid), Brown Sugar,MustardFlour, Garlic Pur̩e, Anchovy (Fish), Black Pepper, Spirit Vinegar, Sunflower Oil, Garlic Powder, Sea Salt,MustardHusk, Ground Pimento, Ground Turmeric.INGREDIENTS:Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (17%), Sugar, Spinach, Carrot, Red Pepper, Sweetcorn, Palm Oil, Spring Onion, Spirit Vinegar, Cornflour, Rapeseed Oil, Garlic Pur̩e, Salt, Red Chilli, Red Chilli Pur̩e, Onion Powder, Dried Red Pepper, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), White Wine Vinegar, Spices, Stabiliser (Sodium Carboxymethylcellulose), Garlic Powder, Black Pepper, Acidity Regulator (Malic Acid), Dried Chilli, Sunflower Oil, Colour (Paprika Extract), Oregano.INGREDIENTS:Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Medium Mature Cheddar Cheese (Milk) (24%), Water, Semi- Dried Tomato, Spinach, Palm Oil, Medium Fat Hard Cheese (Milk), Basil, Sunflower Oil, Extra Virgin Olive Oil, Rapeseed Oil, Salt, Sugar, Onion Powder, Cornflour, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Acidity Regulator (Malic Acid), Spices, Stabiliser (Sodium Carboxymethylcellulose), Red Pepper, Oregano, Garlic, Garlic Powder, Garlic Pur̩e, Colour (Paprika Extract), Chilli Extract, Capsicum Extract.INGREDIENTS:Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Duck (21%), Spinach, Carrot, Muscovado Sugar, Palm Oil, Onion, Spring Onion, Malt Vinegar (Barley), Cornflour, Sugar, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Salt, Tomato Paste, Rapeseed Oil, Stabiliser (Sodium Carboxymethylcellulose), Cane Molasses, Acidity Regulator (Malic Acid), Garlic Pur̩e, Spices,SoyaBean,Wheat, Ginger Pur̩e, Alcohol, Colour (Plain Caramel), Black Pepper.INGREDIENTS:Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (17%), Rapeseed Oil, Lettuce, Smoked Bacon (4%) [Pork Belly, Sugar, Salt, Emulsifier (Sodium Triphosphate), Honey, Preservative (Sodium Nitrite)], Medium Mature Cheddar Cheese (Milk) (4%), Palm Oil, Medium Fat Hard Cheese (Milk), White Wine Vinegar, Cornflour, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Fromage Frais (Milk), Salt, PasteurisedEggYolk, Sugar, Stabiliser (Sodium Carboxymethylcellulose), Lemon Juice, Acidity Regulator (Malic Acid), Brown Sugar,MustardFlour, Garlic Pur̩e, Anchovy (Fish), Black Pepper, Spirit Vinegar, Sunflower Oil, Garlic Powder, Sea Salt,MustardHusk, Ground Pimento, Ground Turmeric.INGREDIENTS:Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Chicken Breast (15%), Lettuce, Cr̬me Frąche (Milk), Sweetcorn, Palm Oil, Red Pepper, Black Turtle Beans, Cheddar Cheese (Milk), Spring Onion, Tomato, Tomato Paste, Rapeseed Oil, Jalape̱o Chilli, Sugar, Onion, White Wine Vinegar, Cornflour, Red Wine Vinegar, Salt, Onion Powder, Spices, Herbs, Tomato Pur̩e, Garlic, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Green Pepper, Spirit Vinegar, Sea Salt, Stabiliser (Sodium Carboxymethylcellulose), Garlic Pur̩e,MustardSeeds, Garlic Powder, Acidity Regulator (Malic Acid), Black Pepper, Concentrated Lemon Juice, Tomato Powder, Paprika Extract, Dried Red Pepper, Sunflower Oil, Colour (Paprika Extract), Dried Green Pepper, Chilli Extract, Dried Bell Pepper, Capsicum Extract, Dried Tomato, Dried Garlic.","['chicken', 'pork', 'cheese', 'wine', 'tomato', 'fish', 'cane', 'milk', 'onion']",9
"INGREDIENTS:Beef (22%), Cooked Egg Pasta [DurumWheatSemolina, Water, PasteurisedEgg], WholeMilk, Water, Tomato, Grana Padano Cheese [Grana Padano Medium Fat Hard Cheese (Milk), Preservative (EggLysozyme)], Chianti Red Wine, Whipping Cream (Milk), Pork, Smoked Pancetta [Pork Belly, Salt, Dextrose, Black Pepper, Garlic, Coriander, Nutmeg, Preservatives (Sodium Nitrite, Potassium Nitrate)], Cornflour, Tomato Pur̩e, Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Onion, Carrot, Garlic Pur̩e, Butter (Milk),Celery, Extra Virgin Olive Oil, Beef Extract, Salt, Yeast Extract, Basil, Porcini Mushroom Powder, Thyme, Black Pepper, Bay, White Pepper, Nutmeg.","['pork', 'cheese', 'butter', 'beef', 'egg', 'wine', 'tomato', 'milk', 'onion']",9
"INGREDIENTS:Mashed Potato [Potato, Single Cream (Milk), Butter (Milk), Salt, White Pepper], Single Cream (Milk), WholeMilk, Chicken Breast Fillet (5%), Chicken Thigh (5%), Onion, White Wine, Ham Hock (4%) [Pork, Water, Salt, Preservative (Sodium Nitrite)], Leek, Water, English Mustard [Water, YellowMustardFlour,MustardFlour, Salt, Spirit Vinegar, Rapeseed Oil, Turmeric], Rapeseed Oil, Cornflour, Chicken Extract, Wholegrain Mustard [Water, BlackMustardSeed, Spirit Vinegar, Salt], Ciabatta Style Crumb [Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Yeast, Olive Oil, Salt], Wheat Flour [WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin], Mature Cheddar Cheese (Milk), Sugar, Salt, Brown Ale (Barley), Rosemary, English Mustard [MustardFlour, Water, Cider Vinegar, Sea Salt, Concentrated Lemon Juice, Raw Cane Sugar, Turmeric], Dijon Mustard [Water,MustardFlour, Spirit Vinegar, Sea Salt,MustardHusk, Pimento, Turmeric], Onion Juice, Spirit Vinegar, Bay Leaf, Sea Salt, Black Pepper, Tamarind Pur̩e, Garlic Pur̩e, Onion Powder, Lemon Concentrate, Clove, Ginger Pur̩e, Chilli, Cumin, Oregano, Garlic, Anti-caking Agent (Silicon Dioxide).","['potato', 'chicken', 'pork', 'cheese', 'butter', 'wine', 'cane', 'milk', 'onion']",9
"INGREDIENTS:Cooked White Sushi Rice [Water, White Rice, Rice Vinegar, Sugar, Spirit Vinegar, Salt, Rapeseed Oil], Smoked Salmon (Fish) (6%), King Prawn (Crustacean) (3%), Low Fat Soft Cheese (Milk), Cucumber, Pepper, EdamameSoyaBean, Tuna (Fish), Chicken Breast, Soy Sauce Bottle [Water,SoyaBean, Salt, Vinegar, Ethanol], Pickled Ginger Sachet [Ginger, Tapioca Starch, Rice Vinegar, Water, Salt], Wasabi Sachet [Horseradish, Wasabi],WheatFlour, BlackSesame Seeds, Rapeseed Oil, Nori Seaweed, Spinach, Palm Oil, Salt, WhiteSesame Seeds, Brown Sugar, Cornflour, Rice Vinegar, Ginger Pur̩e, Onion, Spirit Vinegar, Garlic Pur̩e, Coconut Extract, Glucose Syrup, Red Pepper, Dried Red Pepper, Honey, Red Chilli Pur̩e, Rice Wine,SoyaBean, PasteurisedEggYolk, Lemongrass, Tomato Paste, Sunflower Oil, Yeast Extract, Cane Molasses,WheatGluten, Chicken Extract, Maltodextrin, Corn Starch, Sugar, Lime Leaf, Galangal, Orange Peel, Ginger Powder, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Turmeric, Concentrated Orange Juice, Chilli Powder, Coriander Powder, Dried Onion, Onion Powder, Paprika, Sea Salt, Coriander, Cumin, Tomato Pur̩e, Black Pepper, Colour (Paprika Extract, Curcumin), Yeast, Dextrose, Chilli Flakes, Star Anise, Dried Garlic, Tamarind Paste, Ginger, Garlic Powder, Carrot, Leek, Parsley, Garlic, White Peppercorns, Bay Leaf, Cayenne Pepper, Acidity Regulators (Citric Acid, Acetic Acid, Lactic Acid).","['chicken', 'cheese', 'fish', 'wine', 'tomato', 'cane', 'milk', 'onion', 'rice']",9
"INGREDIENTS:Cooked Risotto Rice (Water, Risotto Rice), Cooked Marinated Chicken Thigh (10%) (British Chicken Thigh, Oregano, Smoked Paprika, Cornflour, Lemon Juice), Water, King Prawn (Penaeus vannamei) (Crustacean) (8%), Tomato, Chorizo (4%) (Pork, Salt, Smoked Paprika, Paprika, Milk Protein Concentrate (Cows'Milk), Dextrose, Garlic, Antioxidant: Sodium Ascorbate; Preservatives: Sodium Nitrite, Potassium Nitrate; Nutmeg, Oregano, Rosemary Extract), Onion, Peas, Red Pepper, Garlic Puree, Rapeseed Oil, White Wine, Smoked Paprika, Tomato Paste, Shellfish Stock (Cod (Gadus morhua, Gadus macrocephalus) (Fish), Water, Mussels (Mytilus edulis) (Mollusc), Tomato Paste, Salt, Carrot Concentrate, Crab (Carcinus maenas) (Crustacean), Onion Concentrate, Lobster (Homarus americanus) (Crustacean), Rapeseed Oil, Sugar, Paprika, Turmeric), Parsley, Cornflour, Yeast Extract, Chicken Juices, Salt, Sugar, Fish Sauce (Water, Anchovy Extract (Engraulidae) (Fish), Salt, Sugar), Turmeric, Thyme, Chilli Powder, Rosemary, Cracked Black Pepper, Saffron.","['chicken', 'pork', 'wine', 'tomato', 'fish', 'peas', 'milk', 'onion', 'rice']",9
"INGREDIENTS:Mashed Potato (49%) (Potato, Butter (Cows'Milk), Semi Skimmed Cows'Milk, Double Cream (Cows'Milk), Salt, White Pepper), Water, British/New Zealand Lamb's Liver (16%) (Lamb Liver, Cornflour, Rapeseed Oil, Red Wine), Onion, Smoked British Streaky Bacon (3%) (Pork, Salt, Antioxidant: Sodium Ascorbate; Preservative: Sodium Nitrite), Roast Beef Stock (Beef Juices, Water, Tomato Paste, Onion, Carrot), Cornflour, Caramelised Red Onion Chutney (Caramelised Red Onion (Red Onion, Brown Sugar), Red Wine Vinegar, Red Wine, Dried Onion, Cornflour, Onion Stock (Onion Concentrate, Sunflower Oil, Salt, Sugar, Garlic Puree), Boiled Chicken Stock (Chicken Juices, Water), Rapeseed Oil, Red Wine Vinegar, Tomato Puree, Sea Salt, Beef Gelatine, Colour: Plain Caramel; Black Pepper.","['potato', 'chicken', 'pork', 'butter', 'beef', 'wine', 'tomato', 'lamb', 'onion']",9
